Время доставки,Дата доставки,Магазин,Id заявки,Id клиента,Сумма скидки,Тип оплаты,Сумма заказа,Итоговая сумма,Пол клиента,Дата рождения клиента,Продукт категория,Наименование продукта,проверка суммы,Координаты
08:22:46,2024-02-12 00:00:00,"Московский пр., 90",1293,484,"182,325",Наличные,"607,75","425,425",Мужской,28-05-1964,Комиксы,Человек-Паук,TRUE,"[59.924032, 30.317189]"
16:44:41,2024-02-12 00:00:00,"Гагаринская ул., 12",7693,165,"213,735",Карта,"712,45","498,715",Женский,06-03-1971,Путеводители,Швейцария,TRUE,"[59.946153, 30.342916]"
15:17:52,2024-02-12 00:00:00,"Ул. Декабристов, 15",8835,17,"115,35",Наличные,"513,01","397,66",Мужской,27-12-1962,Художественная литература,Мастер и Маргарита,TRUE,"[59.928154, 30.302429]"
11:22:20,2024-02-13 00:00:00,"Московский пр., 90",2056,490,"77,04",Наличные,"642,55","565,51",Мужской,31-07-1993,Художественная литература,Лолита,TRUE,"[59.924032, 30.317189]"
02:20:12,2024-02-13 00:00:00,"Невский пр., 30",2179,67,"145,03",Онлайн,"552,35","407,32",Мужской,20-11-1959,Художественная литература,Обломов,TRUE,"[59.935543, 30.327349]"
07:21:44,2024-02-13 00:00:00,"Ул. Декабристов, 15",3775,282,"183,087",Онлайн,"610,29","427,203",Женский,14-07-1957,Художественная литература,Отцы и дети,TRUE,"[59.928154, 30.302429]"
15:06:29,2024-02-13 00:00:00,"Московский пр., 90",6393,40,"182,676",Онлайн,"608,92","426,244",Мужской,08-07-1979,Учебники,География 6 класс,TRUE,"[59.924032, 30.317189]"
08:41:00,2024-02-13 00:00:00,"Гагаринская ул., 12",6948,334,"161,09",Карта,"651,32","490,23",Мужской,08-06-1961,Художественная литература,Лолита,TRUE,"[59.946153, 30.342916]"
11:21:11,2024-02-13 00:00:00,"Московский пр., 90",7078,46,"183,897",Наличные,"612,99","429,093",Женский,22-08-2000,Комиксы,Доктор Стрэндж,TRUE,"[59.924032, 30.317189]"
20:30:09,2024-02-13 00:00:00,"Ул. Декабристов, 15",7271,384,"197,04",Карта,"1160,44","963,4",Женский,20-12-1976,Комиксы,Флэш,TRUE,"[59.928154, 30.302429]"
14:07:47,2024-02-13 00:00:00,"Ул. Рубинштейна, 24",7765,367,"107,62",Наличные,"572,42","464,8",Мужской,15-09-1994,Художественная литература,Отцы и дети,TRUE,"[59.929700, 30.344695]"
15:38:50,2024-02-13 00:00:00,"Невский пр., 30",8570,346,"63,6",Карта,"500,55","436,95",Женский,11-06-2000,Путеводители,Швейцария,TRUE,"[59.935543, 30.327349]"
15:03:34,2024-02-13 00:00:00,"Ул. Рубинштейна, 24",9051,39,"101,77",Карта,"1017,66","915,89",Женский,31-07-1969,Комиксы,Флэш,TRUE,"[59.929700, 30.344695]"
22:22:05,2024-02-13 00:00:00,"Московский пр., 90",9370,455,"56,65",Онлайн,"955,05","898,4",Мужской,01-02-1982,Комиксы,Флэш,TRUE,"[59.924032, 30.317189]"
09:17:46,2024-02-13 00:00:00,"Невский пр., 30",9511,41,"84,34",Карта,"666,19","581,85",Мужской,11-11-1981,Научная литература,Экономика труда,TRUE,"[59.935543, 30.327349]"
15:51:37,2024-02-14 00:00:00,"Гагаринская ул., 12",1295,215,"153,903",Онлайн,"513,01","359,107",Мужской,07-10-1974,Художественная литература,Мастер и Маргарита,TRUE,"[59.946153, 30.342916]"
03:59:55,2024-02-14 00:00:00,"Московский пр., 90",3413,490,"195,73",Наличные,"763,41","567,68",Мужской,31-07-1993,Научная литература,Квантовая физика,TRUE,"[59.924032, 30.317189]"
18:37:52,2024-02-14 00:00:00,"Гагаринская ул., 12",3703,235,"205,374",Карта,"684,58","479,206",Мужской,23-02-2004,Научная литература,Палеонтология,TRUE,"[59.946153, 30.342916]"
12:52:50,2024-02-14 00:00:00,"Невский пр., 30",6767,274,"87,81",Онлайн,"980,26","892,45",Мужской,22-10-1958,Комиксы,Бэтмен,TRUE,"[59.935543, 30.327349]"
19:08:17,2024-02-14 00:00:00,"Гагаринская ул., 12",6981,271,"171,192",Карта,"570,64","399,448",Мужской,03-10-1956,Учебники,Алгебра 7 класс,TRUE,"[59.946153, 30.342916]"
04:55:35,2024-02-14 00:00:00,"Ул. Декабристов, 15",8536,43,"88,95",Онлайн,"954,32","865,37",Женский,14-10-1965,Путеводители,Швейцария,TRUE,"[59.928154, 30.302429]"
18:21:22,2024-02-14 00:00:00,"Гагаринская ул., 12",9653,22,"173,646",Наличные,"578,82","405,174",Мужской,05-06-2006,Научная литература,Экономика труда,TRUE,"[59.946153, 30.342916]"
19:14:40,2024-02-14 00:00:00,"Гагаринская ул., 12",9839,473,"95,17",Наличные,"739,36","644,19",Мужской,23-09-1954,Комиксы,Супермен,TRUE,"[59.946153, 30.342916]"
21:42:23,2024-02-15 00:00:00,"Ул. Декабристов, 15",2246,5,"53,36",Наличные,"756,58","703,22",Мужской,30-03-1955,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
04:08:54,2024-02-15 00:00:00,"Невский пр., 30",2523,10,"33,88",Наличные,"507,58","473,7",Женский,27-04-1998,Комиксы,Человек-Паук,TRUE,"[59.935543, 30.327349]"
19:06:32,2024-02-15 00:00:00,"Невский пр., 30",2566,177,"182,922",Онлайн,"609,74","426,818",Мужской,15-04-1988,Учебники,Химия 9 класс,TRUE,"[59.935543, 30.327349]"
07:48:26,2024-02-15 00:00:00,"Ул. Рубинштейна, 24",4014,59,"319,86",Онлайн,"1066,2","746,34",Женский,26-03-1972,Комиксы,Бэтмен,TRUE,"[59.929700, 30.344695]"
15:27:15,2024-02-15 00:00:00,"Ул. Рубинштейна, 24",4173,282,"166,98",Наличные,"556,6","389,62",Женский,14-07-1957,Путеводители,Мексика,TRUE,"[59.929700, 30.344695]"
14:22:27,2024-02-15 00:00:00,"Ул. Рубинштейна, 24",7375,131,"153,042",Наличные,"510,14","357,098",Женский,24-10-1977,Комиксы,Доктор Стрэндж,TRUE,"[59.929700, 30.344695]"
00:09:19,2024-02-15 00:00:00,"Невский пр., 30",8538,399,"174,99",Онлайн,"688,65","513,66",Женский,29-04-1991,Художественная литература,Мастер и Маргарита,TRUE,"[59.935543, 30.327349]"
22:21:16,2024-02-15 00:00:00,"Ул. Декабристов, 15",8677,22,"226,974",Карта,"756,58","529,606",Мужской,05-06-2006,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
03:41:56,2024-02-15 00:00:00,"Ул. Декабристов, 15",9605,416,"147,4",Карта,"621,96","474,56",Мужской,09-12-1965,Художественная литература,Отцы и дети,TRUE,"[59.928154, 30.302429]"
14:40:26,2024-02-16 00:00:00,"Невский пр., 30",1545,199,"287,412",Карта,"958,04","670,628",Мужской,09-06-1971,Путеводители,Индонезия,TRUE,"[59.935543, 30.327349]"
00:53:05,2024-02-16 00:00:00,"Гагаринская ул., 12",2982,290,"108,65",Онлайн,"1160,44","1051,79",Мужской,19-03-1998,Комиксы,Флэш,TRUE,"[59.946153, 30.342916]"
11:08:26,2024-02-16 00:00:00,"Ул. Декабристов, 15",3433,349,"229,023",Наличные,"763,41","534,387",Женский,07-05-1983,Научная литература,Квантовая физика,TRUE,"[59.928154, 30.302429]"
10:46:28,2024-02-16 00:00:00,"Ул. Декабристов, 15",4661,326,"100,6",Наличные,"1154,93","1054,33",Мужской,31-10-1962,Художественная литература,Мастер и Маргарита,TRUE,"[59.928154, 30.302429]"
21:37:44,2024-02-16 00:00:00,"Ул. Декабристов, 15",5339,67,"196,398",Карта,"654,66","458,262",Мужской,20-11-1959,Научная литература,Микробиология,TRUE,"[59.928154, 30.302429]"
10:21:56,2024-02-16 00:00:00,"Гагаринская ул., 12",5406,59,"120,04",Онлайн,"677,63","557,59",Женский,26-03-1972,Научная литература,Квантовая физика,TRUE,"[59.946153, 30.342916]"
23:09:58,2024-02-16 00:00:00,"Ул. Рубинштейна, 24",6392,1,"182,76",Наличные,"976,83","794,07",Женский,12-02-2003,Художественная литература,Отцы и дети,TRUE,"[59.929700, 30.344695]"
12:25:55,2024-02-16 00:00:00,"Гагаринская ул., 12",8419,218,"125,58",Онлайн,"615,58",490,Женский,06-05-1969,Художественная литература,Мастер и Маргарита,TRUE,"[59.946153, 30.342916]"
12:43:01,2024-02-16 00:00:00,"Ул. Рубинштейна, 24",8885,6,"153,75",Карта,"512,5","358,75",Мужской,06-09-1969,Научная литература,Микробиология,TRUE,"[59.929700, 30.344695]"
20:40:10,2024-02-17 00:00:00,"Ул. Рубинштейна, 24",4565,87,"100,1",Онлайн,"620,05","519,95",Женский,29-06-1994,Научная литература,Микробиология,TRUE,"[59.929700, 30.344695]"
05:18:02,2024-02-17 00:00:00,"Ул. Декабристов, 15",6357,286,"199,857",Карта,"666,19","466,333",Женский,10-09-1974,Научная литература,Экономика труда,TRUE,"[59.928154, 30.302429]"
22:09:55,2024-02-17 00:00:00,"Московский пр., 90",6950,103,"106,38",Наличные,"578,79","472,41",Женский,09-04-1964,Научная литература,Квантовая физика,TRUE,"[59.924032, 30.317189]"
03:21:04,2024-02-17 00:00:00,"Ул. Рубинштейна, 24",6980,190,"175,52",Онлайн,"712,45","536,93",Женский,04-11-2001,Путеводители,Швейцария,TRUE,"[59.929700, 30.344695]"
21:25:23,2024-02-17 00:00:00,"Ул. Декабристов, 15",7297,40,"219,582",Наличные,"731,94","512,358",Мужской,08-07-1979,Художественная литература,Лолита,TRUE,"[59.928154, 30.302429]"
11:20:08,2024-02-17 00:00:00,"Московский пр., 90",7513,77,"177,5",Карта,"887,52","710,02",Мужской,27-04-1955,Учебники,География 6 класс,TRUE,"[59.924032, 30.317189]"
00:25:40,2024-02-17 00:00:00,"Ул. Декабристов, 15",7645,41,"66,63",Карта,"561,76","495,13",Мужской,11-11-1981,Научная литература,Философия науки,TRUE,"[59.928154, 30.302429]"
02:42:15,2024-02-17 00:00:00,"Невский пр., 30",9198,102,"81,78",Наличные,"547,42","465,64",Женский,17-07-1978,Путеводители,Турция,TRUE,"[59.935543, 30.327349]"
20:44:23,2024-02-18 00:00:00,"Московский пр., 90",1168,263,"166,96",Онлайн,"620,05","453,09",Женский,29-09-2001,Научная литература,Микробиология,TRUE,"[59.924032, 30.317189]"
14:58:39,2024-02-18 00:00:00,"Гагаринская ул., 12",3323,73,"135,85",Онлайн,"756,58","620,73",Женский,08-04-2002,Художественная литература,Преступление и наказание,TRUE,"[59.946153, 30.342916]"
18:34:46,2024-02-18 00:00:00,"Невский пр., 30",3570,447,"88,81",Наличные,"592,06","503,25",Мужской,21-01-1992,Путеводители,Италия,TRUE,"[59.935543, 30.327349]"
03:27:33,2024-02-18 00:00:00,"Московский пр., 90",5108,84,"67,81",Онлайн,"513,01","445,2",Женский,09-10-1969,Художественная литература,Мастер и Маргарита,TRUE,"[59.924032, 30.317189]"
20:04:40,2024-02-18 00:00:00,"Гагаринская ул., 12",5494,437,"114,16",Карта,"611,56","497,4",Мужской,26-03-1979,Комиксы,Супермен,TRUE,"[59.946153, 30.342916]"
14:35:23,2024-02-18 00:00:00,"Невский пр., 30",6529,254,"185,079",Наличные,"616,93","431,851",Мужской,09-05-1975,Художественная литература,Обломов,TRUE,"[59.935543, 30.327349]"
06:59:31,2024-02-18 00:00:00,"Невский пр., 30",9165,428,"158,061",Наличные,"526,87","368,809",Женский,28-03-1961,Путеводители,Швейцария,TRUE,"[59.935543, 30.327349]"
13:12:16,2024-02-18 00:00:00,"Ул. Декабристов, 15",9192,25,"186,522",Карта,"621,74","435,218",Женский,02-05-1955,Научная литература,Экономика труда,TRUE,"[59.928154, 30.302429]"
07:03:09,2024-02-18 00:00:00,"Ул. Декабристов, 15",9946,463,"86,94",Карта,"576,5","489,56",Женский,23-06-1964,Научная литература,Микробиология,TRUE,"[59.928154, 30.302429]"
06:13:29,2024-02-19 00:00:00,"Ул. Рубинштейна, 24",3673,424,"151,632",Наличные,"505,44","353,808",Мужской,10-12-1979,Научная литература,Философия науки,TRUE,"[59.929700, 30.344695]"
04:15:15,2024-02-19 00:00:00,"Невский пр., 30",3856,418,"291,339",Карта,"971,13","679,791",Мужской,04-02-1965,Путеводители,Италия,TRUE,"[59.935543, 30.327349]"
19:11:56,2024-02-19 00:00:00,"Ул. Рубинштейна, 24",3887,409,"287,16",Наличные,"957,2","670,04",Женский,15-06-1968,Комиксы,Доктор Стрэндж,TRUE,"[59.929700, 30.344695]"
23:40:07,2024-02-19 00:00:00,"Гагаринская ул., 12",4348,351,"192,024",Онлайн,"640,08","448,056",Мужской,01-06-1985,Художественная литература,Отцы и дети,TRUE,"[59.946153, 30.342916]"
05:41:27,2024-02-19 00:00:00,"Московский пр., 90",4906,226,"119,65",Наличные,"676,9","557,25",Женский,18-06-1964,Путеводители,Швейцария,TRUE,"[59.924032, 30.317189]"
12:21:39,2024-02-19 00:00:00,"Ул. Рубинштейна, 24",6068,147,"83,69",Наличные,"836,87","753,18",Женский,10-04-1985,Научная литература,Экономика труда,TRUE,"[59.929700, 30.344695]"
14:50:46,2024-02-19 00:00:00,"Гагаринская ул., 12",6378,186,"182,421",Онлайн,"608,07","425,649",Женский,07-07-1990,Путеводители,Швейцария,TRUE,"[59.946153, 30.342916]"
09:12:32,2024-02-19 00:00:00,"Московский пр., 90",8972,32,"200,889",Наличные,"669,63","468,741",Мужской,11-08-1975,Учебники,География 6 класс,TRUE,"[59.924032, 30.317189]"
08:24:24,2024-02-19 00:00:00,"Гагаринская ул., 12",8986,210,"134,09",Онлайн,"800,65","666,56",Мужской,29-11-1957,Учебники,История России 10 класс,TRUE,"[59.946153, 30.342916]"
14:04:50,2024-02-19 00:00:00,"Гагаринская ул., 12",9519,9,"173,637",Карта,"578,79","405,153",Мужской,27-03-1970,Научная литература,Квантовая физика,TRUE,"[59.946153, 30.342916]"
07:55:31,2024-02-19 00:00:00,"Невский пр., 30",9669,224,"103,45",Наличные,"541,43","437,98",Женский,20-08-1979,Художественная литература,Обломов,TRUE,"[59.935543, 30.327349]"
10:33:15,2024-02-19 00:00:00,"Ул. Декабристов, 15",9958,383,"172,94",Карта,"1278,7","1105,76",Мужской,10-12-1961,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
04:58:12,2024-02-20 00:00:00,"Московский пр., 90",2079,207,"226,974",Онлайн,"756,58","529,606",Женский,15-11-1979,Художественная литература,Преступление и наказание,TRUE,"[59.924032, 30.317189]"
07:38:57,2024-02-20 00:00:00,"Ул. Декабристов, 15",2353,438,"107,54",Онлайн,"535,56","428,02",Мужской,05-02-1966,Комиксы,Флэш,TRUE,"[59.928154, 30.302429]"
01:16:36,2024-02-20 00:00:00,"Невский пр., 30",6412,180,"69,8",Наличные,"559,14","489,34",Женский,29-11-1978,Художественная литература,Обломов,TRUE,"[59.935543, 30.327349]"
04:47:50,2024-02-21 00:00:00,"Невский пр., 30",1533,17,"55,25",Карта,"528,43","473,18",Мужской,27-12-1962,Комиксы,Доктор Стрэндж,TRUE,"[59.935543, 30.327349]"
23:15:07,2024-02-21 00:00:00,"Ул. Рубинштейна, 24",1568,405,"287,412",Карта,"958,04","670,628",Женский,07-09-1982,Путеводители,Индонезия,TRUE,"[59.929700, 30.344695]"
08:48:13,2024-02-21 00:00:00,"Московский пр., 90",2487,40,"173,646",Карта,"578,82","405,174",Мужской,08-07-1979,Научная литература,Экономика труда,TRUE,"[59.924032, 30.317189]"
11:27:19,2024-02-21 00:00:00,"Невский пр., 30",4145,390,"152,016",Карта,"506,72","354,704",Женский,18-09-1975,Художественная литература,Преступление и наказание,TRUE,"[59.935543, 30.327349]"
17:38:54,2024-02-21 00:00:00,"Невский пр., 30",4720,463,"128,53",Онлайн,"526,77","398,24",Женский,23-06-1964,Научная литература,Философия науки,TRUE,"[59.935543, 30.327349]"
05:54:49,2024-02-21 00:00:00,"Ул. Рубинштейна, 24",7523,487,"189,153",Онлайн,"630,51","441,357",Женский,20-07-1997,Путеводители,Швейцария,TRUE,"[59.929700, 30.344695]"
13:51:35,2024-02-21 00:00:00,"Невский пр., 30",9550,306,"210,258",Наличные,"700,86","490,602",Мужской,05-01-1961,Комиксы,Флэш,TRUE,"[59.935543, 30.327349]"
05:50:50,2024-02-22 00:00:00,"Невский пр., 30",2575,4,"162,98",Наличные,"543,27","380,29",Женский,19-01-1956,Путеводители,Индонезия,TRUE,"[59.935543, 30.327349]"
06:08:25,2024-02-22 00:00:00,"Гагаринская ул., 12",3439,33,"158,031",Онлайн,"526,77","368,739",Мужской,27-11-1995,Научная литература,Философия науки,TRUE,"[59.946153, 30.342916]"
18:09:07,2024-02-22 00:00:00,"Ул. Рубинштейна, 24",3806,410,"324,777",Онлайн,"1082,59","757,813",Женский,11-11-1988,Научная литература,Философия науки,TRUE,"[59.929700, 30.344695]"
23:01:50,2024-02-22 00:00:00,"Московский пр., 90",4723,112,"200,472",Наличные,"668,24","467,768",Мужской,04-06-1985,Путеводители,Италия,TRUE,"[59.924032, 30.317189]"
05:27:08,2024-02-22 00:00:00,"Московский пр., 90",6499,155,"140,37",Онлайн,"583,61","443,24",Женский,20-06-1988,Комиксы,Супермен,TRUE,"[59.924032, 30.317189]"
21:31:25,2024-02-22 00:00:00,"Невский пр., 30",7055,281,"64,22",Онлайн,"1212,61","1148,39",Мужской,26-01-1982,Путеводители,Мексика,TRUE,"[59.935543, 30.327349]"
01:47:02,2024-02-22 00:00:00,"Невский пр., 30",7912,99,"99,16",Онлайн,"734,96","635,8",Женский,17-03-1976,Комиксы,Человек-Паук,TRUE,"[59.935543, 30.327349]"
05:13:51,2024-02-22 00:00:00,"Ул. Рубинштейна, 24",8517,448,"266,256",Карта,"887,52","621,264",Женский,19-02-1980,Учебники,География 6 класс,TRUE,"[59.929700, 30.344695]"
19:37:11,2024-02-23 00:00:00,"Невский пр., 30",3004,176,"152,27",Онлайн,"654,66","502,39",Мужской,11-07-1984,Научная литература,Микробиология,TRUE,"[59.935543, 30.327349]"
08:23:20,2024-02-23 00:00:00,"Ул. Декабристов, 15",3162,111,"175,758",Карта,"585,86","410,102",Мужской,06-08-1975,Художественная литература,Лолита,TRUE,"[59.928154, 30.302429]"
13:42:12,2024-02-23 00:00:00,"Ул. Рубинштейна, 24",3638,143,"182,922",Онлайн,"609,74","426,818",Женский,12-06-2003,Учебники,Химия 9 класс,TRUE,"[59.929700, 30.344695]"
09:20:30,2024-02-23 00:00:00,"Невский пр., 30",4903,40,"172,95",Наличные,"576,5","403,55",Мужской,08-07-1979,Научная литература,Микробиология,TRUE,"[59.935543, 30.327349]"
09:22:48,2024-02-23 00:00:00,"Невский пр., 30",5152,79,"174,01",Наличные,"842,39","668,38",Женский,21-03-2005,Учебники,Физика 8 класс,TRUE,"[59.935543, 30.327349]"
03:46:38,2024-02-23 00:00:00,"Ул. Декабристов, 15",5420,270,"152,976",Карта,"509,92","356,944",Женский,30-05-1994,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
18:31:23,2024-02-23 00:00:00,"Ул. Рубинштейна, 24",5591,213,"350,883",Онлайн,"1169,61","818,727",Мужской,27-01-2006,Учебники,История России 10 класс,TRUE,"[59.929700, 30.344695]"
00:50:30,2024-02-23 00:00:00,"Московский пр., 90",7548,390,"115,24",Онлайн,"682,38","567,14",Женский,18-09-1975,Комиксы,Человек-Паук,TRUE,"[59.924032, 30.317189]"
07:59:58,2024-02-24 00:00:00,"Гагаринская ул., 12",1155,282,"203,69",Карта,"857,59","653,9",Женский,14-07-1957,Научная литература,Палеонтология,TRUE,"[59.946153, 30.342916]"
18:22:46,2024-02-24 00:00:00,"Ул. Рубинштейна, 24",1991,38,"104,14",Карта,"768,2","664,06",Мужской,02-01-1976,Художественная литература,Мастер и Маргарита,TRUE,"[59.929700, 30.344695]"
18:12:01,2024-02-24 00:00:00,"Ул. Декабристов, 15",2842,390,"126,63",Онлайн,"540,21","413,58",Женский,18-09-1975,Учебники,Физика 8 класс,TRUE,"[59.928154, 30.302429]"
08:21:43,2024-02-24 00:00:00,"Ул. Декабристов, 15",3530,450,"287,83",Карта,"1177,86","890,03",Мужской,26-11-1995,Научная литература,Экономика труда,TRUE,"[59.928154, 30.302429]"
22:25:14,2024-02-24 00:00:00,"Ул. Рубинштейна, 24",3679,301,"174,65",Карта,"585,86","411,21",Мужской,03-11-1981,Художественная литература,Лолита,TRUE,"[59.929700, 30.344695]"
21:54:43,2024-02-24 00:00:00,"Ул. Рубинштейна, 24",3872,232,"106,76",Карта,"758,83","652,07",Мужской,16-05-1998,Научная литература,Философия науки,TRUE,"[59.929700, 30.344695]"
09:37:36,2024-02-24 00:00:00,"Ул. Рубинштейна, 24",5951,205,"110,28",Онлайн,"592,13","481,85",Мужской,07-08-1994,Комиксы,Доктор Стрэндж,TRUE,"[59.929700, 30.344695]"
08:30:24,2024-02-24 00:00:00,"Ул. Рубинштейна, 24",6380,354,"229,023",Карта,"763,41","534,387",Мужской,04-10-1989,Научная литература,Квантовая физика,TRUE,"[59.929700, 30.344695]"
22:03:25,2024-02-24 00:00:00,"Ул. Рубинштейна, 24",7894,6,"100,44",Карта,"669,63","569,19",Мужской,06-09-1969,Учебники,География 6 класс,TRUE,"[59.929700, 30.344695]"
20:52:35,2024-02-24 00:00:00,"Невский пр., 30",8326,405,"257,277",Наличные,"857,59","600,313",Женский,07-09-1982,Научная литература,Палеонтология,TRUE,"[59.935543, 30.327349]"
02:15:24,2024-02-25 00:00:00,"Московский пр., 90",2504,345,39,Наличные,"778,93","739,93",Женский,17-02-2004,Путеводители,Турция,TRUE,"[59.924032, 30.317189]"
00:05:57,2024-02-25 00:00:00,"Невский пр., 30",2757,219,"99,99",Онлайн,"980,26","880,27",Женский,26-10-1984,Комиксы,Бэтмен,TRUE,"[59.935543, 30.327349]"
02:59:39,2024-02-25 00:00:00,"Невский пр., 30",3405,189,"215,685",Наличные,"718,95","503,265",Мужской,23-04-1974,Путеводители,Индонезия,TRUE,"[59.935543, 30.327349]"
13:59:11,2024-02-25 00:00:00,"Московский пр., 90",3834,287,"172,15",Карта,"596,02","423,87",Женский,03-12-1982,Учебники,Алгебра 7 класс,TRUE,"[59.924032, 30.317189]"
05:59:08,2024-02-25 00:00:00,"Ул. Декабристов, 15",5858,314,"26,68",Наличные,"533,61","506,93",Женский,17-09-1955,Комиксы,Супермен,TRUE,"[59.928154, 30.302429]"
15:42:01,2024-02-25 00:00:00,"Гагаринская ул., 12",6904,67,"207,22",Наличные,"695,59","488,37",Мужской,20-11-1959,Художественная литература,Обломов,TRUE,"[59.946153, 30.342916]"
06:21:20,2024-02-25 00:00:00,"Гагаринская ул., 12",7934,491,"76,22",Карта,"838,73","762,51",Мужской,01-12-1990,Путеводители,Индонезия,TRUE,"[59.946153, 30.342916]"
04:24:35,2024-02-25 00:00:00,"Московский пр., 90",8246,109,"213,57",Наличные,"711,9","498,33",Мужской,25-04-1969,Научная литература,Палеонтология,TRUE,"[59.924032, 30.317189]"
01:36:18,2024-02-25 00:00:00,"Невский пр., 30",9625,438,"211,284",Наличные,"704,28","492,996",Мужской,05-02-1966,Художественная литература,Мастер и Маргарита,TRUE,"[59.935543, 30.327349]"
02:13:35,2024-02-25 00:00:00,"Невский пр., 30",9714,3,"206,595",Онлайн,"688,65","482,055",Женский,21-11-1982,Художественная литература,Мастер и Маргарита,TRUE,"[59.935543, 30.327349]"
02:40:56,2024-02-26 00:00:00,"Московский пр., 90",1638,259,"170,295",Онлайн,"567,65","397,355",Мужской,10-10-1974,Путеводители,Турция,TRUE,"[59.924032, 30.317189]"
06:22:54,2024-02-26 00:00:00,"Невский пр., 30",2132,220,"57,64",Наличные,"576,4","518,76",Мужской,11-09-1984,Учебники,История России 10 класс,TRUE,"[59.935543, 30.327349]"
09:37:48,2024-02-26 00:00:00,"Невский пр., 30",2397,354,"185,988",Онлайн,"619,96","433,972",Мужской,04-10-1989,Комиксы,Бэтмен,TRUE,"[59.935543, 30.327349]"
00:00:25,2024-02-26 00:00:00,"Ул. Декабристов, 15",2414,41,"61,92",Онлайн,"713,2","651,28",Мужской,11-11-1981,Учебники,История России 10 класс,TRUE,"[59.928154, 30.302429]"
15:16:47,2024-02-26 00:00:00,"Московский пр., 90",3729,416,"160,083",Карта,"533,61","373,527",Мужской,09-12-1965,Комиксы,Супермен,TRUE,"[59.924032, 30.317189]"
12:53:51,2024-02-26 00:00:00,"Ул. Декабристов, 15",5983,225,"155,427",Наличные,"518,09","362,663",Женский,25-01-1991,Научная литература,Микробиология,TRUE,"[59.928154, 30.302429]"
14:04:54,2024-02-26 00:00:00,"Невский пр., 30",8568,306,"178,65",Онлайн,"610,29","431,64",Мужской,05-01-1961,Художественная литература,Отцы и дети,TRUE,"[59.935543, 30.327349]"
15:35:53,2024-02-26 00:00:00,"Ул. Рубинштейна, 24",8662,139,"191,502",Онлайн,"638,34","446,838",Мужской,22-08-1989,Комиксы,Бэтмен,TRUE,"[59.929700, 30.344695]"
18:25:49,2024-02-27 00:00:00,"Московский пр., 90",2033,302,"61,19",Онлайн,"569,4","508,21",Мужской,14-05-1999,Учебники,Физика 8 класс,TRUE,"[59.924032, 30.317189]"
20:49:17,2024-02-27 00:00:00,"Ул. Рубинштейна, 24",3643,434,"164,829",Карта,"549,43","384,601",Женский,03-08-1978,Учебники,История России 10 класс,TRUE,"[59.929700, 30.344695]"
11:01:18,2024-02-28 00:00:00,"Ул. Рубинштейна, 24",3338,338,"123,62",Наличные,"565,16","441,54",Мужской,21-08-1983,Учебники,Химия 9 класс,TRUE,"[59.929700, 30.344695]"
07:44:29,2024-02-28 00:00:00,"Невский пр., 30",3831,481,"213,96",Карта,"713,2","499,24",Женский,25-02-1988,Учебники,История России 10 класс,TRUE,"[59.935543, 30.327349]"
02:25:16,2024-02-28 00:00:00,"Невский пр., 30",4215,218,"123,85",Наличные,"549,43","425,58",Женский,06-05-1969,Учебники,История России 10 класс,TRUE,"[59.935543, 30.327349]"
05:53:20,2024-02-28 00:00:00,"Гагаринская ул., 12",6789,220,"318,105",Наличные,"1060,35","742,245",Мужской,11-09-1984,Учебники,История России 10 класс,TRUE,"[59.946153, 30.342916]"
17:38:39,2024-02-28 00:00:00,"Невский пр., 30",7362,333,"102,52",Наличные,"585,95","483,43",Женский,18-04-1988,Научная литература,Экономика труда,TRUE,"[59.935543, 30.327349]"
04:45:26,2024-02-28 00:00:00,"Московский пр., 90",8725,76,"180,177",Наличные,"600,59","420,413",Женский,19-01-1958,Комиксы,Бэтмен,TRUE,"[59.924032, 30.317189]"
08:35:28,2024-02-29 00:00:00,"Гагаринская ул., 12",2139,428,"206,87",Онлайн,"786,89","580,02",Женский,28-03-1961,Художественная литература,Отцы и дети,TRUE,"[59.946153, 30.342916]"
08:08:24,2024-02-29 00:00:00,"Московский пр., 90",2270,149,"176,091",Карта,"586,97","410,879",Мужской,14-06-1984,Научная литература,Палеонтология,TRUE,"[59.924032, 30.317189]"
13:29:11,2024-02-29 00:00:00,"Ул. Декабристов, 15",3681,476,"153,099",Наличные,"510,33","357,231",Женский,04-02-1973,Художественная литература,Мастер и Маргарита,TRUE,"[59.928154, 30.302429]"
11:23:54,2024-02-29 00:00:00,"Ул. Рубинштейна, 24",4817,99,"194,484",Онлайн,"648,28","453,796",Женский,17-03-1976,Научная литература,Микробиология,TRUE,"[59.929700, 30.344695]"
10:02:06,2024-02-29 00:00:00,"Невский пр., 30",6271,185,"137,37",Онлайн,"872,18","734,81",Женский,01-01-2006,Учебники,География 6 класс,TRUE,"[59.935543, 30.327349]"
18:57:41,2024-02-29 00:00:00,"Гагаринская ул., 12",6873,326,"74,91",Наличные,"532,9","457,99",Мужской,31-10-1962,Художественная литература,Преступление и наказание,TRUE,"[59.946153, 30.342916]"
